★滿意寶寶【輕巧男女褲】任買6包現折90元 再送四合一彈珠檯,商品組合價
曼秀Acnes痘痘貼(綜合)26入,$69
英肯兒童外科用口罩5入,$29
”英肯”醫用口罩(未滅菌)50入,$150
★滿意寶寶【輕巧男女褲】任買6包現折90元 再送四合一彈珠檯,商品組合價
買雪印金T3成長配方900g 6罐送城市軌道組一組,商品組合價
買雪印金T3成長配方900g 12罐送廚房遊戲組一組,商品組合價
★滿意寶寶【瞬潔乾爽M-XL】8/1-8/10任買4包送輕巧褲M-XXL任一包,商品組合價
★滿意寶寶【輕巧男女褲】任買9包現折120元 再送豪華木質火車組,商品組合價
★滿意【活潑寶寶系列】任2包折50元,商品組合價
★滿意寶寶【極緻呵護】任買3包送長頸鹿啾啾玩水組乙組,商品組合價
★滿意寶寶【瞬潔乾爽系列】任買9包現折160元 再送豪華木質火車組,商品組合價
★滿意寶寶【輕巧男女褲系列】任買3包現折30元 再送長頸鹿啾啾玩水組,商品組合價
買優兒A+/優童A+1700g任12罐送迷你高爾夫電動碰碰車,商品組合價
優兒A+1.7kg(新升級)2入特惠組 $1888,"$1,888"
優童A+1.7kg(新升級)2入特惠組 $1688,"$1,688"
買優兒A+/優童A+1700g任6罐送多用途遊戲桌椅組,商品組合價
買豐力富Nature成長奶粉1.5kg/兒童奶粉1.5kg 4罐送鯨魚與朋友們的夏日沐浴組,商品組合價
★好奇【新升級頂級守護】任買4包折100元 再送益智拆裝套組乙台,商品組合價
★噓噓樂【輕柔乾爽系列】任買2包就現折100元,商品組合價
★滿意寶寶【瞬潔乾爽】任買6包現折120元 再送四合一彈珠檯,商品組合價
買優兒A+/優童A+1700g 任3罐送漾彩酷炫爵士鼓,商品組合價
優兒A+親舒消化配方奶粉900g 買2罐折100元,商品組合價
★滿意寶寶【極緻呵護】任買9包送豪華木質火車組乙組,商品組合價
★8/1-8/10幫寶適【一級幫 S/M/L/XL】任買6包折100元 再送樂團電子琴一組,商品組合價
★好奇【耀金級清新乾爽、好動褲】任14包送黑旋風平衡車乙台,商品組合價
★好奇【新升級頂級守護】任買14包折350元 再送黑旋風平衡車乙台,商品組合價
★康乃馨【寶貝天使 XXL25 】買一送一,$365
★康乃馨【寶貝天使 M50/L42/XL36】任買3包699元,商品組合價
買亞培心美力成長/兒童奶粉1700g 3罐送歡樂沙灘戲水桶,商品組合價
★【麗貝樂系列】特價88折 任買6包 送歡樂釣魚烹飪小船乙組,商品組合價
★好奇【新升級頂級守護】任買2包現折50元,商品組合價
★好奇【新升級頂級守護M、好動褲M尺寸】單包嚐鮮價359元,$359
買豐力富Nature成長奶粉1.5kg/兒童奶粉1.5kg 2罐送海馬小畫家,商品組合價
★好奇【耀金級清新乾爽、好動褲】任4包送益智拆裝套組乙組,商品組合價
★滿意寶寶【極緻呵護M/L】4包送MOONY褲型(L-XXL)一包,商品組合價
滿意moony玩水褲男用M3P【特價125元】,$125
滿意moony玩水褲男用L3P【特價125元】,$125
滿意moony玩水褲男用XL3P【特價125元】,$125
滿意moony玩水褲女用XL3P【特價125元】,$125
滿意moony玩水褲女用L3P 【特價125元】,$125
滿意moony玩水褲女用M3P【特價125元】,$125
買亞培心美力成長/兒童奶粉1700g 6罐送木製收納推車,商品組合價
★滿意寶寶【極緻呵護 母乳墊】任買2包現折40元,商品組合價
★【Moony產褥墊】任買2包 折20元,商品組合價
★滿意寶寶【Moony頂級男女褲型】任買2包現折30元,商品組合價
桂格子母牌愛美斯 任2盒現折30元,商品組合價
★大王【珍珠棉柔版/香香褲】任買2包送獅王奈米樂洗衣精一瓶,商品組合價
★大王【珍珠棉柔版/香香褲】任買6包送印地安遊戲帳篷,商品組合價
★大王【國際版】任買3包588元 再送大王濕巾70抽一包,商品組合價
★大王【境內版黏貼型/褲型】任買3包送獅王奈米樂一瓶,商品組合價
★大王【境內版黏貼型/褲型】任買8包送印地安遊戲帳篷,商品組合價
★大王【境內版黏貼型NB】單包特價188元 買2包送濕巾70抽1包,商品組合價
★大王【境內版 黏貼型S】單包特價288元 買2包送濕巾70抽1包,商品組合價
★大王【樂樂褲】任買3包特價888元,商品組合價
★大王【戲水褲】買2包送大王濕巾70抽1包,商品組合價
★妙而舒【妙兒褲】任買3包現折30元 再送熱帶魚泡泡槍,商品組合價
★妙而舒【妙兒褲】任買12包現折180元 再送兒童開心遊戲帳篷乙組,商品組合價
★妙而舒【妙兒褲】任買8包現折120元 再送歡樂BBQ燒烤爐乙組,商品組合價
★幫寶適【一級幫初生禮盒組及玩具禮盒組】,$985
★幫寶適【一級幫NB/S、敏感肌NB/S】任3包送Sarara洗衣精一罐,商品組合價
★幫寶適【一級幫拉拉褲箱裝】任2箱折80元,商品組合價
買雀巢水解成長奶粉買8罐送小鴨餐具五件組,商品組合價
金美滿OPO超護幼兒成長配方900g 買6罐送薇蕾德兒童洗髮沐浴乳舒芙香草150ml,商品組合價
買雀巢水解成長奶粉買4罐送親子同樂野餐墊,商品組合價
★妙而舒【金緻柔點】任買12包送兒童開心遊戲帳篷乙組,商品組合價
★妙而舒【瞬吸舒爽】任買12包現折300元 再送兒童開心遊戲帳篷乙組,商品組合價
★妙而舒【瞬吸舒爽】任買8包現折200元 再送歡樂BBQ燒烤爐乙組,商品組合價
★妙而舒【瞬吸舒爽】任買4包現折100元 再送熱帶魚泡泡槍乙組,商品組合價
★妙而舒【金緻柔點】任買3包送熱帶魚泡泡槍,商品組合價
★妙而舒【金緻柔點】任買8包送歡樂BBQ燒烤爐乙組,商品組合價
★8/1-8/10幫寶適【一級幫 S/M/L/XL】任買12包折300元 再送BBQ烤肉組+聲光小鋼琴一組,商品組合價
★8/1-8/10幫寶適【一級幫 S/M/L/XL】任買4包折100元 再送河馬音樂鼓一組,商品組合價
★滿意寶寶【瞬潔乾爽系列】任買3包現折40元 再送長頸鹿啾啾玩水組,商品組合價
買S-26金幼兒樂/金學兒樂1600g 任6罐送兒童爬行地墊,商品組合價
買S-26金幼兒樂/金學兒樂1600g 任2罐送純厚浴巾,商品組合價
百伊儂金盞花兒童牙膏(覆+莓) 70g,$224
別蚊我滾珠乳液(嬰幼)100ml+30ml【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】,$270
別蚊我滾珠乳液(全家)100ml+30ml【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】,$270
小不叮全家驅蚊噴霧200ml-升級版【凡購買小不叮系列商品任2款即贈小不叮驅蚊彈簧圈1個 數量有限 送完為止】,$460
小不叮嬰幼驅蚊乳液100ml-升級版【凡購買小不叮系列商品任2款即贈小不叮驅蚊彈簧圈1個 數量有限 送完為止】,$310
小不叮嬰幼驅蚊噴霧120ml-升級版【凡購買小不叮系列商品任2款即贈小不叮驅蚊彈簧圈1個 數量有限 送完為止】,$320
小不叮全家驅蚊噴霧120ml-升級版【凡購買小不叮系列商品任2款即贈小不叮驅蚊彈簧圈1個 數量有限 送完為止】,$320
小不叮嬰幼驅蚊滾珠乳液100ml-升級版【凡購買小不叮系列商品任2款即贈小不叮驅蚊彈簧圈1個 數量有限 送完為止】,$330
小不叮嬰幼驅蚊滾珠乳液30ml升級版【凡購買小不叮系列商品任2款即贈小不叮驅蚊彈簧圈1個 數量有限 送完為止】,$165
小不叮嬰幼驅蚊噴霧25ml-升級版【凡購買小不叮系列商品任2款即贈小不叮驅蚊彈簧圈1個 數量有限 送完為止】,$135
小不叮全家驅蚊噴霧25ml-升級版【凡購買小不叮系列商品任2款即贈小不叮驅蚊彈簧圈1個 數量有限 送完為止】,$135
小不叮嬰幼驅蚊噴霧200ml-升級版【凡購買小不叮系列商品任2款即贈小不叮驅蚊彈簧圈1個 數量有限 送完為止】,$460
Simba LCD超靜音八段電動吸乳器【買就送立體母乳保鮮袋260ml】【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,"$3,485"
nac抗菌洗衣精(補)1000mlX3入,$399
黃鴨親乳感安撫奶嘴初生0m+,$99
Kitty白點舒夢枕,$175
別蚊我噴霧(全家)50ml+50ml(補)【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】,$188
別蚊我噴霧(全家)200ml+200ml(補)【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】,$405
別蚊我驅蚊天后御守夾+天后吊飾【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】,$150
Kitty尿墊,$336
Nuby蔬果棒(圈圈款) 顏色隨機出貨,$139
Simba 草本長效驅蚊夾 王子款【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$90
PUKU彈跳練習杯180ml 藍,$129
Nuby蔬果棒替換網3入,$69
黃鴨紗布手帕3入,$85
PUKU 夏威夷長方浴巾 藍,$259
Simba蘿蔓晶鑽標準玻璃大奶瓶240ml 藍色【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$135
Simba蘿蔓晶鑽標準玻璃小奶瓶120ml 藍色【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$129
Simba蘿蔓晶鑽寬口葫蘆玻璃大奶瓶270ml 藍色【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$177
雪芙蘭親貝比護膚膏50g,$135
Kitty嬰幼兒粉撲盒,$154
Nuby卡拉防漏水杯360ml,$155
nac草本防蚊貼片20入 檸檬,$155
施巴嬰兒防曬乳200mlX1  贈嬰兒洗髮乳20ml+嬰兒面霜10ml+泡泡露10ml,$759
別蚊我噴霧(嬰幼)200ml+200ml(補)【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】,$405
"別蚊我嬰幼驅蚊水感乳100ml+100ml(補)
【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】",$270
別蚊我驅蚊噴霧(嬰幼)100ml+100ml(補)【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】,$270
KUKU星燦PPSU寬口葫蘆成長奶瓶280ml【KUKU系列商品消費滿1399元送馬克杯一個，共6款(隨機送) 數量有限，送完為止】,$300
kuku 星燦PPSU寬口奶瓶300ml【KUKU系列商品消費滿1399元送馬克杯一個，共6款(隨機送) 數量有限，送完為止】,$275
KUKU星燦PPSU標準奶瓶140ml【KUKU系列商品消費滿1399元送馬克杯一個，共6款(隨機送) 數量有限，送完為止】,$204
kuku 星燦PPSU標準奶瓶240ml【KUKU系列商品消費滿1399元送馬克杯一個，共6款(隨機送) 數量有限，送完為止】,$233
別蚊我噴霧(嬰幼)50ml+50ml(補)【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】,$188
Nuby矽膠餵食器2階段組,$199
nac酵素洗衣精(補)1000ml3入,$425
雪芙蘭親貝比溫和洗衣精促銷組1000mlx1罐+800mlx2包,$269
雪芙蘭親貝比奶瓶清潔劑促銷組700ml+600ml【買親貝比任一款即送兒童身高尺/買親貝比任一商品(含促銷組)滿399元即贈輕便外出旅行組 數量有限 送完為止】,$215
NE木糖醇兒童牙膏 水果50ml【買木糖醇兒童牙膏任一款贈貝恩嬰兒保養柔濕巾8抽/1包】,$135
Nuby不銹鋼吸盤碗,$229
新幹線造型驅蚊貼片12枚入,$105
nac抗菌洗衣精組(1200mlx1罐+1000mlx2包)【Nac洗衣精促銷組任買3組送Nac酵素衣物去漬劑300ml一罐 數量有限 送完為止】,$430
nac草本精油驅蚊噴液90ml,$189
Dentinox木糖醇兒童牙膏50ml (不含氟配方)【買木糖醇兒童牙膏任一款贈貝恩嬰兒保養柔濕巾8抽/1包】,$135
NE木糖醇兒童牙膏 香蕉蘋果50ml【買木糖醇兒童牙膏任一款贈貝恩嬰兒保養柔濕巾8抽/1包】,$135
優生矽晶安撫奶嘴雙扁S升級版 橘/紫【買優生矽晶安撫奶嘴任一款即贈優生口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$195
優生矽晶安撫奶嘴拇指L升級版 青/綠【買優生矽晶安撫奶嘴任一款即贈優生口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$195
哈皮蛙 紗布餵奶兜2入,$85
哈皮蛙 紗布手帕3入,$85
Nuby不鏽鋼多功能碗300ml,$249
施巴嬰幼兒洗髮乳250mlx2+旅行組,$599
nac baby防蛀牙膏50ml 草莓,$129
拉孚兒俏皮奶瓶掛帶系列 單入裝 草莓,$85
拉孚兒俏皮奶瓶掛帶系列 單入裝 蘋果,$85
雪芙蘭親貝比泡泡露組400mlX2入【買親貝比任一款即送兒童身高尺/買親貝比任一商品(含促銷組)滿399元即贈輕便外出旅行組 數量有限 送完為止】,$359
Kitty造型驅蚊貼片12枚入,$105
kuku四層奶粉罐【KUKU系列商品消費滿1399元送馬克杯一個，共6款(隨機送) 數量有限，送完為止】,$65
kuku寶寶吸盤練習碗【KUKU系列商品消費滿1399元送馬克杯一個，共6款(隨機送) 數量有限，送完為止】,$72
PUKU水果拇指大安撫奶嘴 藍色,$59
Nuby流線型吸管杯420ml,$140
AVENT企鵝鴨嘴吸口水杯200ml,$259
Simba蘿蔓晶鑽寬口葫蘆玻璃小奶瓶180ml 藍色【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$171
PUKU彈跳練習杯180ml 粉,$129
卡拉雙耳彈跳吸管杯270ml,$210
nac抗敏洗衣精1000mlx3入,$399
黃鴨紗布澡巾2入,$85
施巴嬰兒泡泡露500mlx2 贈嬰兒洗髮露150mlx1,$785
nac保濕防曬乳SPF40/50g,$299
PUKU 沐浴床 藍,$229
別蚊我驅蚊貼片10+5枚(全家)【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】,$113
AVENT企鵝鴨嘴吸口水杯260ml,$277
別蚊我驅蚊貼片10+5枚(嬰幼)【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】,$113
優生真母感特護標準玻璃奶瓶120ml【第二件1元】,商品組合價
愛儂寶貝驅蚊貼片,$120
nac baby防蛀牙膏50ml 葡萄,$129
優生矽晶安撫奶嘴雙扁L升級版 橘/紫【買優生矽晶安撫奶嘴任一款即贈優生口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$195
優生682矽晶安撫奶嘴拇指S升級版 青/綠【買優生矽晶安撫奶嘴任一款即贈優生口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$195
優生矽晶安撫奶嘴標準S升級版 藍/粉【買優生矽晶安撫奶嘴任一款即贈優生口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$185
黃鴨按摩乳牙刷組-藍2入,$95
黃鴨按摩乳牙刷組-粉,$95
小不叮驅蚊不叮英雄夾 黃/綠/粉【凡購買小不叮系列商品任2款即贈小不叮驅蚊彈簧圈1個 數量有限 送完為止】,$130
優生矽晶安撫奶嘴標準L升級版 藍/粉【買優生矽晶安撫奶嘴任一款即贈優生口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$185
金盞花雪花霜20g,$424
百伊儂金盞花敏紅膏20g,$208
"別蚊我全家驅蚊水感乳100ml+100ml(補)
【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】",$270
別蚊我驅蚊噴霧(全家)100ml+100ml(補)【買別蚊我系列商品贈大甲媽祈福扇 數量有限 送完為止】,$270
Simba蘿蔓晶鑽標準玻璃小奶瓶120ml 咖啡色【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$129
百伊儂金盞花蚊蟲膏30g,$384
優生真母感特護寬口玻璃奶瓶120ml【第二件1元】,商品組合價
優生真母感特護寬口玻璃奶瓶240ml【第二件1元】,商品組合價
優生真母感特護標準玻璃奶瓶240ml【第二件1元】,商品組合價
蛋黃哥口水巾 2入,$136
Kitty 較大型安撫奶嘴,$70
蛋黃哥紗布肚衣,$115
Nac810抗敏洗衣精(1200mlx1罐+1000mlx2包)【Nac洗衣精促銷組任買3組送Nac酵素衣物去漬劑300ml一罐 數量有限 送完為止】,$430
Kitty口水巾2入,$136
KITTY紗布餵奶兜 2入,$112
Kitty EVA圍兜,$112
Kitty造型安撫奶嘴鏈,$84
Kitty初生型安撫奶嘴,$70
拉孚兒俏皮奶瓶掛帶系列 單入裝 橘子,$85
拉孚兒俏皮奶瓶掛帶系列 單入裝 果汁牛奶,$85
拉孚兒俏皮奶瓶掛帶系列 單入裝 可樂,$85
拉孚兒俏皮奶瓶掛帶系列 單入裝 籃球,$85
拉孚兒俏皮奶瓶掛帶系列 單入裝 足球,$85
拉孚兒俏皮奶瓶掛帶系列 單入裝 蘑菇,$85
Simba蘿蔓晶鑽標準玻璃小奶瓶120ml 粉色【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$129
"Chicco原生脂嬰兒洗髮沐浴露200ml【DM 商品
任買2瓶送新草本防蚊滾珠60mlx1或防蚊凝膠60mlx1 數量有限 送完為止】",$304
"Chicco原生脂嬰兒洗髮精300ml【DM 商品
任買2瓶送新草本防蚊滾珠60mlx1或防蚊凝膠60mlx1 數量有限 送完為止】",$384
"Chicco原生脂嬰兒潤膚泡泡浴露200ml【DM 商品
任買2瓶送新草本防蚊滾珠60mlx1或防蚊凝膠60mlx1 數量有限 送完為止】",$304
PUKU 夏威夷長方浴巾 粉,$259
PUKU 沐浴床 粉,$229
"Chicco原生脂嬰兒乳化沐浴油200ml【DM 商品
任買2瓶送新草本防蚊滾珠60mlx1或防蚊凝膠60mlx1 數量有限 送完為止】",$360
Simba 草本長效驅蚊夾 公主款【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$90
nac草本防蚊貼片20入 薰衣草,$155
PUKU水果拇指大安撫奶嘴 粉色,$59
新幹線舒夢枕,$175
新幹線嬰幼兒粉撲盒,$154
Simba蘿蔓晶鑽標準玻璃大奶瓶240ml 粉色【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$135
Simba蘿蔓晶鑽寬口葫蘆玻璃大奶瓶270ml 粉色【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$177
Simba蘿蔓晶鑽寬口葫蘆玻璃大奶瓶270ml 咖啡色【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$177
Simba蘿蔓晶鑽寬口葫蘆玻璃小奶瓶180ml 粉色【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$171
Simba蘿蔓晶鑽寬口葫蘆玻璃小奶瓶180ml 咖啡色【小獅王辛巴全系列商品滿$888送拋棄式雙層奶粉袋12入 送完為止】,$171
bab黃金穀物語沐浴慕斯300ml【買任1款黃金榖物語系列商品贈培寶口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$198
bab黃金穀物語二合一慕斯300ml【買任1款黃金榖物語系列商品贈培寶口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$238
bab黃金穀物語保濕乳液100ml【買任1款黃金榖物語系列商品贈培寶口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$150
bab黃金穀物語嬰幼兒護臀霜50g【買任1款黃金榖物語系列商品贈培寶口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$180
bab黃金穀物語液體爽身粉100ml【買任1款黃金榖物語系列商品贈培寶口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$175
bab黃金穀物語嬰兒爽身粉100g【買任1款黃金榖物語系列商品贈培寶口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$175
bab黃金穀物語爽身粉補充100g【買任1款黃金榖物語系列商品贈培寶口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$100
百伊儂金盞花護唇膏3.4g,$176
百伊儂山金車紫青凝露45g,$384
bab黃金穀物語洗髮慕斯300ml 【買任1款黃金榖物語系列商品贈培寶口手臉柔潤濕巾20抽1包 隨機贈送恕不挑款 送完為止】,$198
百伊儂山金車4%紫青膏 20g,$208
藍寶洗衣槽去污劑300g,$29
Biore淨嫩活力富士蘋果1000ml,$139
蜜妮抗痘調理洗面乳100g,$75
蕾妮亞淨吸柔護輕薄日用22cm16P,$58
康乃馨輕柔超薄日用 一般16p【康乃馨衛生棉/護墊消費滿69元送清涼棉試用包1包 送完為止】,$49
566護髮染髮霜 #3自然亮黑 補充包40g+40g,$139
566護髮染髮霜 #6栗褐色 補充包40g+40g,$139
小鹿山丘嬰幼童保濕沐浴露340g【買小鹿山丘DM 商品任兩件送小鹿山丘不織布購物袋一個 送完為止】,$269
小鹿山丘嬰幼童保濕洗髮精340g【買小鹿山丘DM 商品任兩件送小鹿山丘不織布購物袋一個 送完為止】,$269
小鹿山丘嬰幼童保濕乳液200g 【買小鹿山丘DM 商品任兩件送小鹿山丘不織布購物袋一個 送完為止】,$269
Panasonic黑錳碳鋅電池16入 3號,$85
未來美EX8分鐘面膜 極速補水【買一送一】,$389
蕾妮亞淨吸柔護特長夜用35cm8p,$58
Ora2 極緻淨白薰衣草薄荷牙膏100g,$159
滋卿愛洗面乳110g 送藥用化妝水2mlx2入,$89
滋卿愛卸妝抗痘洗面乳120g 送藥用化妝水2mlx2入,$89
滋卿愛泡洗顏200ml 送藥用化妝水2mlx2入,$139
小鹿山丘有機精油驅蚊貼12枚【買小鹿山丘DM 商品任兩件送小鹿山丘不織布購物袋一個 送完為止】,$139
澎澎茶樹香浴乳(男性)850g,$139
Ora2 極緻淨白柑橘薄荷牙膏100g,$159
蕾妮亞淨吸柔護極長夜用40cm8p,$79
康乃馨御守棉超薄一般18P【康乃馨衛生棉/護墊消費滿69元送清涼棉試用包1包 送完為止】,$69
一匙靈歡馨幽谷鈴蘭超濃縮洗衣精2.4kg,$129
白帥帥超淨亮抗菌洗衣精補充包1650g,$55
白帥帥鮮彩艷色洗衣精補充包1650g,$55
白帥帥超效能洗衣精補充包1650ml,$55
GUM牙周護理牙膏140g,$149
GUM牙周護理潔齒液960ml,$355
滋卿愛美白抗痘洗面乳110g 送藥用化妝水2mlx2入,$99
Biore淨嫩千葉玫瑰沐浴乳1000ml,$139
一匙靈歡馨紫羅蘭超濃縮洗衣精2.4kg,$129
獅王音波震動牙刷【買音波震動牙刷或專用刷頭一組送固齒佳酵素淨潔牙膏30gx1支 送完為止】,$499
獅王音波震動牙刷專用刷頭2入【買音波震動牙刷或專用刷頭一組送固齒佳酵素淨潔牙膏30gx1支 送完為止】,$139
白鴿抗菌手洗衣精1000ml,$99
三詩達巧虎草莓兒童牙膏70g,$95
澎澎元氣炭控油沐浴乳(男性)850g,$139
澎澎綠茶多酚活力煥膚沐浴乳850g,$139
一匙靈制菌超濃縮洗衣精3kg,$129
"小鹿山丘有機精油雙效防蚊液乳液60g【買小鹿山丘DM
商品任兩件送小鹿山丘不織布購物袋一個 送完為止】",$179
"小鹿山丘有機精油防蚊液120g【買小鹿山丘DM
商品任兩件送小鹿山丘不織布購物袋一個 送完為止】",$179
"小鹿山丘有機精油雙效防蚊液甜橙120g【買小鹿山丘DM
商品任兩件送小鹿山丘不織布購物袋一個 送完為止】",$279
未來美EX8分鐘面膜 極速淨白【買一送一】,$389
未來美EX8分鐘面膜 極速舒緩【買一送一】,$389
Biore淨嫩茉莉沐浴乳1000ml,$139
Biore淨嫩櫻花沐浴乳1000ml,$139
Biore淨嫩綠茶沐浴乳1000ml,$139
Biore淨嫩山茶花沐浴乳1000ml,$139
Biore溫和水嫩洗面乳100g,$75
Biore透白勻亮洗面乳100g,$75
Biore柔珠深層洗面乳100g,$75
康乃馨清涼衛生棉(一般14p/21.5cm)【康乃馨衛生棉/護墊消費滿69元送清涼棉試用包1包 送完為止】,$59
藍寶衣留香洗衣精1800g(補),$55
三詩達巧虎葡萄兒童牙膏70g,$95
"小鹿山丘有機精油雙效防蚊液迷迭香120g【買小鹿山丘DM
商品任兩件送小鹿山丘不織布購物袋一個 送完為止】",$279
多芬輕潤保溼潤髮乳660ml,$139
獅王迪士尼旅行組 清香茉莉,$139
一滴淨奶瓶蔬果洗潔精300g【買一送一】,$119
康乃馨清涼衛生棉(量多加長10p/28cm)【康乃馨衛生棉/護墊消費滿69元送清涼棉試用包1包 送完為止】,$59
康乃馨清涼衛生棉(夜用加長8p/33cm)【康乃馨衛生棉/護墊消費滿69元送清涼棉試用包1包 送完為止】,$59
多芬深層修護潤髮乳660ml,$139
康乃馨 輕柔超薄日用 量多 14p【康乃馨衛生棉/護墊消費滿69元送清涼棉試用包1包 送完為止】,$49
康乃馨 輕柔超薄夜用 特長10p【康乃馨衛生棉/護墊消費滿69元送清涼棉試用包1包 送完為止】,$49
GUM牙周護理I型牙間刷3S,$129
多芬深層修護洗髮乳680ml,$139
多芬清柔水漾洗髮乳680ml,$139
一匙靈亮彩超濃縮洗衣精2.8kg,$129
白蘭含熊寶貝清新洗衣精補充包1.65kg,$79
白蘭含熊寶貝馨香洗衣精補充包1.65kg,$79
白蘭含熊寶貝溫和洗衣精補充包1.65kg,$79
凡士林深層修護潤膚露550ml,$169
凡士林深層舒緩潤膚露550ml,$169
未來美EX8分鐘面膜 極速修護 【買一送一】,$389
566護髮染髮霜 #5自然深栗 補充包40g+40g,$139
566護髮染髮霜 #7號深褐色 補充包40g+40g,$139
566護髮染髮霜 #8葡萄酒紅 補充包40g+40g,$139
Ora2 淨色無瑕軟性毛牙刷1入,$89
康乃馨 御守棉超薄 量多16P 【康乃馨衛生棉/護墊消費滿69元送清涼棉試用包1包 送完為止】,$69
Panasonic黑錳碳鋅電池16入 4號,$85
白蘭茶樹除菌洗衣精補充包1.6kg,$79
獅王迪士尼旅行組 爽口甘菊,$139
買桂格指定商品任2箱送玻璃纖維強化抗風傘,商品組合價
愛速康粉狀配方850g 每罐現折40元,$439
完膳全新均衡營養配方粉850g 買2罐特價1200元,商品組合價
百仕可營養素任買2箱送靈活6件收納組,商品組合價
百仕可復易佳6000營養素900g 買3罐送靈活6件收納組,商品組合價
倍速系列 任買2箱送法國夢特嬌纖絨涼被,商品組合價
買桂格完膳營養素腫瘤配方一箱折200元,"$3,760"
買桂格完膳透析配方1箱折100元,"$1,690"
愛速康任買一箱折100元,"$1,388"
克寧銀養奶粉任買一罐 送泡舒天然洗潔精1000g一瓶,$695
買三多保健產品滿599元送三多維他命E(10粒)一盒,$369
立攝適均康雙益粉800g 每罐現折50元,$579
買倍速力一箱送3罐,"$2,275"
買桂格完膳液態全系列任1箱送2罐(限同品項),"$1,248"
買亞培安素液體系列任2箱送三折防風自動傘,商品組合價
買S-26惠氏媽咪DHA藻油膠囊60T 送悅活陶瓷湯碗二件組,"$1,780"
買亞培葡勝納液體系列任2箱送多功能防風傘,商品組合價
